image,expected,predicted
PrivateTest_94592259.jpg,angry,angry
PrivateTest_33951605.jpg,angry,angry
PrivateTest_33585800.jpg,angry,angry
PrivateTest_88305.jpg,angry,angry
PrivateTest_51716447.jpg,angry,disgust
PublicTest_14561390.jpg,angry,fear
PrivateTest_731447.jpg,angry,fear
PublicTest_28415725.jpg,angry,angry
PrivateTest_89959696.jpg,angry,angry
PublicTest_37985095.jpg,angry,angry
PublicTest_98768812.jpg,angry,neutral
PublicTest_4263322.jpg,angry,neutral
PublicTest_70604594.jpg,angry,neutral
PrivateTest_93097888.jpg,angry,sad
PublicTest_48156348.jpg,angry,angry
PublicTest_94398991.jpg,angry,angry
PrivateTest_38961013.jpg,angry,sad
PublicTest_49302808.jpg,angry,fear
PrivateTest_78158043.jpg,angry,sad
PrivateTest_22203098.jpg,angry,angry
PrivateTest_62900390.jpg,angry,sad
PrivateTest_27811265.jpg,angry,surprise
PrivateTest_26910183.jpg,angry,angry
PublicTest_67411006.jpg,angry,angry
PublicTest_37316865.jpg,angry,angry
PrivateTest_73419397.jpg,angry,sad
PublicTest_17320024.jpg,angry,neutral
PrivateTest_19666123.jpg,angry,happy
PrivateTest_64954005.jpg,angry,angry
PrivateTest_30069587.jpg,angry,happy
PublicTest_54630431.jpg,angry,angry
PrivateTest_48166716.jpg,angry,neutral
PrivateTest_93138251.jpg,angry,angry
PrivateTest_77446000.jpg,angry,angry
PublicTest_46533021.jpg,angry,angry
PublicTest_91832148.jpg,angry,neutral
PrivateTest_35600895.jpg,angry,sad
PublicTest_25592242.jpg,angry,angry
PrivateTest_93458195.jpg,angry,angry
PrivateTest_1623042.jpg,angry,angry
PrivateTest_62257937.jpg,angry,happy
PublicTest_24150762.jpg,angry,fear
PrivateTest_50458423.jpg,angry,angry
PrivateTest_39884579.jpg,angry,angry
PrivateTest_20062601.jpg,angry,surprise
PrivateTest_55732114.jpg,angry,fear
PublicTest_79854224.jpg,angry,sad
PublicTest_48413488.jpg,angry,angry
PrivateTest_56782878.jpg,angry,fear
PrivateTest_18347688.jpg,angry,angry
PublicTest_8403145.jpg,angry,angry
PrivateTest_6420283.jpg,angry,sad
PrivateTest_60498147.jpg,angry,sad
PrivateTest_55949412.jpg,angry,happy
PrivateTest_63127439.jpg,angry,angry
PrivateTest_14887556.jpg,angry,sad
PrivateTest_97227751.jpg,angry,angry
PublicTest_49408064.jpg,angry,sad
PrivateTest_51023332.jpg,angry,angry
PrivateTest_22091765.jpg,angry,surprise
PrivateTest_57931479.jpg,angry,sad
PublicTest_1355981.jpg,angry,angry
PublicTest_94047538.jpg,angry,angry
PublicTest_5460494.jpg,angry,angry
PublicTest_93750598.jpg,angry,fear
PublicTest_70071887.jpg,angry,sad
PrivateTest_10304478.jpg,angry,neutral
PrivateTest_33363783.jpg,angry,fear
PrivateTest_66535975.jpg,angry,happy
PublicTest_86413860.jpg,angry,neutral
PrivateTest_76880087.jpg,angry,neutral
PublicTest_79773769.jpg,angry,angry
PublicTest_18131739.jpg,angry,neutral
PublicTest_3168890.jpg,angry,angry
PublicTest_36631182.jpg,angry,angry
PublicTest_59816405.jpg,angry,neutral
PublicTest_97851526.jpg,angry,fear
PrivateTest_15827448.jpg,angry,sad
PublicTest_46653575.jpg,angry,angry
PrivateTest_99901650.jpg,angry,angry
PublicTest_89139321.jpg,angry,neutral
PrivateTest_29669680.jpg,angry,angry
PublicTest_67037873.jpg,angry,sad
PrivateTest_8109968.jpg,angry,sad
PrivateTest_68625027.jpg,angry,happy
PrivateTest_46420872.jpg,angry,sad
PrivateTest_20431702.jpg,angry,angry
PrivateTest_41160347.jpg,angry,sad
PublicTest_97727923.jpg,angry,angry
PrivateTest_38456003.jpg,angry,angry
PublicTest_47886319.jpg,angry,happy
PublicTest_90378794.jpg,angry,happy
PrivateTest_59881597.jpg,angry,sad
PrivateTest_91377915.jpg,angry,neutral
PrivateTest_75439838.jpg,angry,sad
PrivateTest_12191716.jpg,angry,sad
PublicTest_3641536.jpg,angry,happy
PublicTest_1373732.jpg,angry,angry
PublicTest_92063997.jpg,angry,neutral
PrivateTest_39402661.jpg,angry,fear
PrivateTest_92990358.jpg,angry,sad
PrivateTest_29626348.jpg,angry,neutral
PrivateTest_7969511.jpg,angry,angry
PrivateTest_48643898.jpg,angry,sad
PrivateTest_53657743.jpg,angry,neutral
PublicTest_7340890.jpg,angry,neutral
PublicTest_5507504.jpg,angry,fear
PrivateTest_65716682.jpg,angry,sad
PublicTest_36373260.jpg,angry,fear
PublicTest_84366.jpg,angry,angry
PublicTest_33939155.jpg,angry,angry
PublicTest_89722367.jpg,angry,angry
PrivateTest_19041965.jpg,angry,angry
PublicTest_16131911.jpg,angry,sad
PublicTest_80884345.jpg,angry,sad
PublicTest_8608284.jpg,angry,sad
PrivateTest_90197248.jpg,angry,fear
PrivateTest_43108598.jpg,angry,angry
PublicTest_83776498.jpg,angry,happy
PrivateTest_62018710.jpg,angry,angry
PrivateTest_31560766.jpg,angry,fear
PrivateTest_93912196.jpg,angry,neutral
PublicTest_39092344.jpg,angry,neutral
PrivateTest_69886581.jpg,angry,angry
PublicTest_22423869.jpg,angry,fear
PrivateTest_31352702.jpg,angry,angry
PrivateTest_28463343.jpg,angry,angry
PublicTest_80242801.jpg,angry,happy
PublicTest_57865005.jpg,angry,disgust
PublicTest_95011486.jpg,angry,fear
PrivateTest_37547773.jpg,angry,angry
PrivateTest_45026818.jpg,angry,happy
PrivateTest_88815839.jpg,angry,angry
PublicTest_88085937.jpg,angry,angry
PrivateTest_88795628.jpg,angry,angry
PublicTest_25391358.jpg,angry,angry
PrivateTest_91160429.jpg,angry,sad
PrivateTest_58505191.jpg,angry,fear
PrivateTest_77134887.jpg,angry,angry
PublicTest_94411811.jpg,angry,sad
PrivateTest_41153916.jpg,angry,angry
PrivateTest_14740105.jpg,angry,happy
PublicTest_4105485.jpg,angry,angry
PrivateTest_53931951.jpg,angry,happy
PrivateTest_46407735.jpg,angry,sad
PrivateTest_48468437.jpg,angry,happy
PublicTest_17017376.jpg,angry,angry
PrivateTest_59490446.jpg,angry,sad
PublicTest_13953782.jpg,angry,angry
PrivateTest_12008383.jpg,angry,angry
PrivateTest_14565821.jpg,angry,angry
PrivateTest_76837327.jpg,angry,neutral
PublicTest_49352382.jpg,angry,neutral
PublicTest_22869801.jpg,angry,angry
PublicTest_89421273.jpg,angry,angry
PublicTest_97566169.jpg,angry,angry
PublicTest_59161828.jpg,angry,angry
PrivateTest_45664220.jpg,angry,surprise
PrivateTest_89997268.jpg,angry,surprise
PrivateTest_14769246.jpg,angry,fear
PublicTest_47495579.jpg,angry,angry
PublicTest_76008995.jpg,angry,happy
PublicTest_49962615.jpg,angry,angry
PrivateTest_20304950.jpg,angry,fear
PublicTest_93035101.jpg,angry,neutral
PrivateTest_15489614.jpg,angry,sad
PrivateTest_26530508.jpg,angry,angry
PrivateTest_36962979.jpg,angry,angry
PublicTest_39135751.jpg,angry,fear
PrivateTest_56445474.jpg,angry,angry
PrivateTest_73918107.jpg,angry,sad
PublicTest_51080774.jpg,angry,angry
PrivateTest_96123615.jpg,angry,angry
PublicTest_10813312.jpg,angry,neutral
PublicTest_48371269.jpg,angry,fear
PublicTest_98588078.jpg,angry,surprise
PrivateTest_97911314.jpg,angry,angry
PrivateTest_19839459.jpg,angry,neutral
PrivateTest_51610150.jpg,angry,angry
PrivateTest_99012891.jpg,angry,fear
PublicTest_52070065.jpg,angry,angry
PublicTest_75170399.jpg,angry,angry
PrivateTest_37530605.jpg,angry,angry
PublicTest_17410266.jpg,angry,angry
PublicTest_55350348.jpg,angry,sad
PublicTest_59544229.jpg,angry,angry
PublicTest_25439815.jpg,angry,angry
PrivateTest_52922759.jpg,angry,happy
PrivateTest_83425567.jpg,angry,fear
PublicTest_9442610.jpg,angry,sad
PrivateTest_19907331.jpg,angry,fear
PublicTest_57272892.jpg,angry,angry
PublicTest_81570893.jpg,angry,angry
PublicTest_14075653.jpg,angry,sad
PublicTest_96736762.jpg,angry,neutral
PrivateTest_75218231.jpg,angry,sad
PublicTest_65705281.jpg,angry,sad
PublicTest_49008517.jpg,angry,sad
PrivateTest_68462643.jpg,angry,angry
PrivateTest_21042434.jpg,angry,angry
PrivateTest_1862370.jpg,angry,angry
PrivateTest_20306434.jpg,angry,angry
PrivateTest_78045498.jpg,angry,angry
PublicTest_99743122.jpg,angry,sad
PrivateTest_12000629.jpg,angry,angry
PublicTest_14798104.jpg,angry,angry
PrivateTest_65940639.jpg,angry,neutral
PrivateTest_40516774.jpg,angry,angry
PublicTest_79434954.jpg,angry,angry
PrivateTest_25922801.jpg,angry,neutral
PrivateTest_80741454.jpg,angry,fear
PublicTest_66439360.jpg,angry,angry
PrivateTest_1488292.jpg,angry,angry
PublicTest_55124186.jpg,angry,sad
PublicTest_74656440.jpg,angry,sad
PublicTest_78990391.jpg,angry,fear
PrivateTest_52601919.jpg,angry,angry
PublicTest_8568840.jpg,angry,angry
PrivateTest_48563390.jpg,angry,fear
PublicTest_20045813.jpg,angry,angry
PrivateTest_1850005.jpg,angry,fear
PublicTest_80355968.jpg,angry,angry
PublicTest_28052854.jpg,angry,sad
PublicTest_17954875.jpg,angry,neutral
PrivateTest_60990713.jpg,angry,angry
PublicTest_62957329.jpg,angry,sad
PrivateTest_41252401.jpg,angry,fear
PrivateTest_69389869.jpg,angry,fear
PrivateTest_54624150.jpg,angry,neutral
PrivateTest_88089430.jpg,angry,fear
PublicTest_62090392.jpg,angry,angry
PublicTest_33298870.jpg,angry,fear
PublicTest_7905606.jpg,angry,sad
PrivateTest_62042844.jpg,angry,sad
PublicTest_18058366.jpg,angry,neutral
PrivateTest_8328778.jpg,angry,angry
PrivateTest_46589085.jpg,angry,happy
PublicTest_71685219.jpg,angry,surprise
PublicTest_87391496.jpg,angry,angry
PrivateTest_51910300.jpg,angry,neutral
PublicTest_27052118.jpg,angry,angry
PublicTest_91989040.jpg,angry,happy
PublicTest_3641062.jpg,angry,fear
PublicTest_18063934.jpg,angry,sad
PrivateTest_7622844.jpg,angry,angry
PublicTest_47244745.jpg,angry,angry
PublicTest_76875834.jpg,angry,angry
PublicTest_63119077.jpg,angry,angry
PrivateTest_80493061.jpg,angry,angry
PrivateTest_93290935.jpg,angry,angry
PrivateTest_88933199.jpg,angry,angry
PrivateTest_23751697.jpg,angry,neutral
PrivateTest_15855670.jpg,angry,angry
PublicTest_77172367.jpg,angry,angry
PrivateTest_75806988.jpg,angry,fear
PublicTest_56981414.jpg,angry,neutral
PublicTest_66950868.jpg,angry,angry
PublicTest_57154065.jpg,angry,neutral
PrivateTest_73860110.jpg,angry,angry
PrivateTest_74178058.jpg,angry,neutral
PublicTest_95625709.jpg,angry,neutral
PublicTest_2392824.jpg,angry,angry
PrivateTest_19212977.jpg,angry,sad
PublicTest_96057304.jpg,angry,angry
PrivateTest_24569157.jpg,angry,sad
PrivateTest_73170949.jpg,angry,angry
PrivateTest_47664873.jpg,angry,angry
PublicTest_90906370.jpg,angry,happy
PublicTest_28247215.jpg,angry,angry
PublicTest_86533062.jpg,angry,fear
PrivateTest_77773648.jpg,angry,surprise
PrivateTest_65714191.jpg,angry,sad
PublicTest_79575934.jpg,angry,angry
PublicTest_17487264.jpg,angry,sad
PrivateTest_62105894.jpg,angry,fear
PrivateTest_50202544.jpg,angry,angry
PublicTest_47804687.jpg,angry,neutral
PublicTest_31947340.jpg,angry,sad
PrivateTest_33861977.jpg,angry,angry
PublicTest_3620949.jpg,angry,neutral
PublicTest_48511728.jpg,angry,sad
PublicTest_65820617.jpg,angry,neutral
PublicTest_80832037.jpg,angry,angry
PrivateTest_44923343.jpg,angry,sad
PrivateTest_61094135.jpg,angry,fear
PrivateTest_68333170.jpg,angry,surprise
PublicTest_75909699.jpg,angry,neutral
PublicTest_25092940.jpg,angry,neutral
PrivateTest_48897228.jpg,angry,neutral
PrivateTest_44118054.jpg,angry,sad
PublicTest_47189506.jpg,angry,angry
PrivateTest_62268762.jpg,angry,angry
PrivateTest_35198928.jpg,angry,sad
PrivateTest_37179185.jpg,angry,neutral
PublicTest_68635331.jpg,angry,angry
PrivateTest_27681985.jpg,angry,angry
PublicTest_6385751.jpg,angry,fear
PublicTest_939823.jpg,angry,angry
PrivateTest_93613500.jpg,angry,angry
PublicTest_9227570.jpg,angry,sad
PrivateTest_32298306.jpg,angry,angry
PrivateTest_52532461.jpg,angry,fear
PublicTest_18770630.jpg,angry,sad
PublicTest_91336201.jpg,angry,neutral
PublicTest_54144300.jpg,angry,angry
PrivateTest_93235151.jpg,angry,angry
PublicTest_43360747.jpg,angry,neutral
PublicTest_49591430.jpg,angry,angry
PublicTest_95568842.jpg,angry,sad
PrivateTest_65810483.jpg,angry,angry
PublicTest_40341899.jpg,angry,neutral
PublicTest_52681031.jpg,angry,fear
PublicTest_60260657.jpg,angry,angry
PrivateTest_43692546.jpg,angry,angry
PublicTest_69095122.jpg,angry,angry
PrivateTest_62397768.jpg,angry,angry
PublicTest_27220144.jpg,angry,sad
PublicTest_91350708.jpg,angry,fear
PrivateTest_48857929.jpg,angry,sad
PublicTest_96718734.jpg,angry,angry
PrivateTest_10590091.jpg,angry,fear
PrivateTest_51662301.jpg,angry,angry
PublicTest_61158536.jpg,angry,surprise
PublicTest_78493974.jpg,angry,angry
PublicTest_74346734.jpg,angry,sad
PrivateTest_84211245.jpg,angry,sad
PrivateTest_60168295.jpg,angry,neutral
PrivateTest_31265438.jpg,angry,fear
PublicTest_3709326.jpg,angry,happy
PublicTest_18682426.jpg,angry,sad
PublicTest_94143737.jpg,angry,angry
PublicTest_43316380.jpg,angry,fear
PrivateTest_24606826.jpg,angry,angry
PrivateTest_62338980.jpg,angry,neutral
PublicTest_99607072.jpg,angry,neutral
PrivateTest_7783111.jpg,angry,sad
PrivateTest_14325168.jpg,angry,fear
PublicTest_32429079.jpg,angry,neutral
PublicTest_3344932.jpg,angry,neutral
PublicTest_3627549.jpg,angry,angry
PrivateTest_11296953.jpg,angry,sad
PrivateTest_14444117.jpg,angry,angry
PublicTest_87739948.jpg,angry,angry
PrivateTest_60004785.jpg,angry,fear
PrivateTest_72495721.jpg,angry,angry
PublicTest_70289097.jpg,angry,angry
PrivateTest_37308382.jpg,angry,sad
PrivateTest_4133015.jpg,angry,neutral
PrivateTest_68557811.jpg,angry,sad
PublicTest_36659344.jpg,angry,sad
PublicTest_36696281.jpg,angry,happy
PrivateTest_32282421.jpg,angry,neutral
PrivateTest_1290484.jpg,angry,sad
PublicTest_47452496.jpg,angry,sad
PrivateTest_62110213.jpg,angry,angry
PrivateTest_61043821.jpg,angry,angry
PrivateTest_49253639.jpg,angry,angry
PrivateTest_73956607.jpg,angry,sad
PublicTest_27236898.jpg,angry,angry
PrivateTest_64157579.jpg,angry,angry
PublicTest_12296139.jpg,angry,happy
PrivateTest_90676809.jpg,angry,angry
PrivateTest_25924075.jpg,angry,neutral
PrivateTest_96963692.jpg,angry,angry
PrivateTest_14433751.jpg,angry,angry
PublicTest_28086839.jpg,angry,neutral
PublicTest_80585398.jpg,angry,angry
PrivateTest_50685265.jpg,angry,angry
PrivateTest_50479717.jpg,angry,angry
PublicTest_43332731.jpg,angry,fear
PublicTest_55992288.jpg,angry,fear
PublicTest_74238112.jpg,angry,angry
PrivateTest_97823562.jpg,angry,sad
PublicTest_65467730.jpg,angry,sad
PrivateTest_70570336.jpg,angry,sad
PrivateTest_59389857.jpg,angry,angry
PrivateTest_20789399.jpg,angry,sad
PublicTest_66091352.jpg,angry,angry
PrivateTest_49383844.jpg,angry,fear
PublicTest_87724897.jpg,angry,angry
PublicTest_26532100.jpg,angry,angry
PrivateTest_57926270.jpg,angry,sad
PublicTest_17614009.jpg,angry,neutral
PublicTest_98688227.jpg,angry,neutral
PublicTest_4822332.jpg,angry,angry
PrivateTest_27063807.jpg,angry,angry
PublicTest_65825726.jpg,angry,angry
PrivateTest_19160467.jpg,angry,angry
PrivateTest_60331811.jpg,angry,disgust
PublicTest_24929049.jpg,angry,sad
PrivateTest_46956721.jpg,angry,happy
PrivateTest_69720002.jpg,angry,surprise
PrivateTest_30620747.jpg,angry,angry
PrivateTest_38754185.jpg,angry,neutral
PublicTest_27793599.jpg,angry,happy
PrivateTest_47230287.jpg,angry,neutral
PublicTest_85354228.jpg,angry,fear
PublicTest_14388186.jpg,angry,happy
PublicTest_37985773.jpg,angry,angry
PublicTest_26506006.jpg,angry,neutral
PrivateTest_86563903.jpg,angry,neutral
PublicTest_82116704.jpg,angry,neutral
PrivateTest_97025951.jpg,angry,angry
PrivateTest_99414064.jpg,angry,sad
PrivateTest_98403294.jpg,angry,angry
PrivateTest_26560060.jpg,angry,angry
PrivateTest_61911448.jpg,angry,fear
PrivateTest_43537573.jpg,angry,angry
PrivateTest_7977596.jpg,angry,happy
PrivateTest_55964197.jpg,angry,sad
PrivateTest_24550940.jpg,angry,angry
PrivateTest_38910565.jpg,angry,angry
PrivateTest_23120934.jpg,angry,angry
PublicTest_36836824.jpg,angry,angry
PublicTest_65239729.jpg,angry,angry
PublicTest_77327770.jpg,angry,neutral
PrivateTest_13463625.jpg,angry,fear
PrivateTest_96606536.jpg,angry,surprise
PublicTest_9617686.jpg,angry,angry
PrivateTest_52838636.jpg,angry,sad
PrivateTest_20588149.jpg,angry,neutral
PublicTest_79109976.jpg,angry,sad
PrivateTest_27275324.jpg,angry,fear
PublicTest_21498023.jpg,angry,angry
PrivateTest_99528552.jpg,angry,angry
PrivateTest_46881419.jpg,angry,fear
PublicTest_48232878.jpg,angry,angry
PublicTest_33629438.jpg,angry,fear
PublicTest_90606955.jpg,angry,angry
PrivateTest_58466317.jpg,angry,sad
PrivateTest_14596578.jpg,angry,neutral
PublicTest_49264937.jpg,angry,fear
PublicTest_66344219.jpg,angry,angry
PrivateTest_47881235.jpg,angry,angry
PrivateTest_66644428.jpg,angry,sad
PrivateTest_68156545.jpg,angry,angry
PrivateTest_29273805.jpg,angry,neutral
PublicTest_27318961.jpg,angry,angry
PublicTest_12700974.jpg,angry,angry
PublicTest_61780409.jpg,angry,fear
PublicTest_55079248.jpg,angry,sad
PrivateTest_51289612.jpg,angry,happy
PrivateTest_73809809.jpg,angry,angry
PublicTest_95548862.jpg,angry,fear
PublicTest_21334851.jpg,angry,fear
PublicTest_50664677.jpg,angry,neutral
PrivateTest_98386339.jpg,angry,angry
PrivateTest_87989162.jpg,angry,sad
PublicTest_11521746.jpg,angry,angry
PublicTest_67751726.jpg,angry,angry
PublicTest_62277373.jpg,angry,angry
PublicTest_79892729.jpg,angry,angry
PublicTest_44227970.jpg,angry,angry
PrivateTest_41125468.jpg,angry,angry
PrivateTest_82822639.jpg,angry,neutral
PublicTest_27364438.jpg,angry,fear
PrivateTest_31103368.jpg,angry,angry
PublicTest_17116818.jpg,angry,disgust
PrivateTest_92905981.jpg,angry,disgust
PublicTest_69194031.jpg,angry,angry
PublicTest_73301522.jpg,angry,angry
PublicTest_79811245.jpg,angry,angry
PrivateTest_48885767.jpg,angry,sad
PublicTest_99365116.jpg,angry,neutral
PublicTest_94935984.jpg,angry,neutral
PrivateTest_39390808.jpg,angry,angry
PrivateTest_71947816.jpg,angry,angry
PrivateTest_51551462.jpg,angry,neutral
PublicTest_47890853.jpg,angry,happy
PrivateTest_98301490.jpg,angry,surprise
PublicTest_71579768.jpg,angry,neutral
PrivateTest_22419133.jpg,angry,sad
PrivateTest_37577558.jpg,angry,sad
PublicTest_15411158.jpg,angry,neutral
PrivateTest_22126718.jpg,angry,sad
PrivateTest_41930252.jpg,angry,angry
PublicTest_12751829.jpg,angry,disgust
PrivateTest_4690573.jpg,angry,fear
PublicTest_52706232.jpg,angry,angry
PrivateTest_54388384.jpg,angry,angry
PublicTest_96387819.jpg,angry,angry
PrivateTest_98865793.jpg,angry,angry
PrivateTest_9486917.jpg,angry,sad
PrivateTest_45595830.jpg,angry,fear
PublicTest_75015949.jpg,angry,neutral
PublicTest_59547782.jpg,angry,surprise
PrivateTest_14494003.jpg,angry,fear
PrivateTest_42359647.jpg,angry,fear
PrivateTest_5216477.jpg,angry,fear
PrivateTest_46244877.jpg,angry,fear
PrivateTest_48929571.jpg,angry,angry
PrivateTest_24139016.jpg,angry,angry
PublicTest_26045537.jpg,angry,happy
PublicTest_33049665.jpg,angry,angry
PrivateTest_99260703.jpg,angry,happy
PrivateTest_9084163.jpg,angry,angry
PrivateTest_56252993.jpg,angry,neutral
PrivateTest_10131363.jpg,angry,angry
PublicTest_96557391.jpg,angry,sad
PrivateTest_64021465.jpg,angry,sad
PrivateTest_57176772.jpg,angry,fear
PublicTest_35775434.jpg,angry,disgust
PublicTest_3636907.jpg,angry,sad
PublicTest_69709353.jpg,angry,sad
PublicTest_84889722.jpg,angry,neutral
PublicTest_60180640.jpg,angry,angry
PublicTest_62838727.jpg,angry,angry
PublicTest_13591263.jpg,angry,neutral
PublicTest_81742978.jpg,angry,angry
PublicTest_63607791.jpg,angry,happy
PublicTest_85640402.jpg,angry,angry
PrivateTest_36922838.jpg,angry,happy
PrivateTest_9877914.jpg,angry,angry
PublicTest_79434516.jpg,angry,happy
PrivateTest_20953901.jpg,angry,sad
PublicTest_30068238.jpg,angry,neutral
PublicTest_83372303.jpg,angry,angry
PrivateTest_91006137.jpg,angry,neutral
PrivateTest_56303739.jpg,angry,neutral
PublicTest_5964952.jpg,angry,angry
PublicTest_41416509.jpg,angry,sad
PublicTest_25544065.jpg,angry,happy
PrivateTest_12912780.jpg,angry,neutral
PublicTest_18087247.jpg,angry,angry
PrivateTest_94431780.jpg,angry,fear
PublicTest_47760796.jpg,angry,disgust
PublicTest_80685818.jpg,angry,sad
PublicTest_6998820.jpg,angry,angry
PrivateTest_35694338.jpg,angry,sad
PrivateTest_58001197.jpg,angry,sad
PrivateTest_42247290.jpg,angry,happy
PrivateTest_16345756.jpg,angry,angry
PublicTest_75454944.jpg,angry,angry
PrivateTest_87526826.jpg,angry,angry
PublicTest_68682113.jpg,angry,angry
PrivateTest_4129990.jpg,angry,angry
PublicTest_8807439.jpg,angry,sad
PublicTest_34883128.jpg,angry,angry
PrivateTest_70053829.jpg,angry,sad
PrivateTest_28003761.jpg,angry,angry
PrivateTest_22908984.jpg,angry,sad
PublicTest_24668305.jpg,angry,sad
PrivateTest_29624948.jpg,angry,angry
PublicTest_15140838.jpg,angry,sad
PrivateTest_43530807.jpg,angry,angry
PublicTest_50685895.jpg,angry,angry
PublicTest_42826491.jpg,angry,angry
PublicTest_65455995.jpg,angry,fear
PrivateTest_7589926.jpg,angry,sad
PublicTest_9211328.jpg,angry,angry
PrivateTest_68166022.jpg,angry,happy
PrivateTest_23190617.jpg,angry,fear
PublicTest_16770619.jpg,angry,angry
PublicTest_12326319.jpg,angry,happy
PublicTest_64680248.jpg,angry,angry
PrivateTest_1221822.jpg,angry,angry
PrivateTest_24760870.jpg,angry,sad
PrivateTest_27212219.jpg,angry,sad
PrivateTest_1109992.jpg,angry,angry
PrivateTest_86483004.jpg,angry,fear
PrivateTest_99430137.jpg,angry,sad
PublicTest_18401679.jpg,angry,fear
